frame_num,has_pose,joints_detected,nose_x,nose_y,nose_vx,nose_vy,left_shoulder_x,left_shoulder_y,left_shoulder_vx,left_shoulder_vy,right_shoulder_x,right_shoulder_y,right_shoulder_vx,right_shoulder_vy,left_hip_x,left_hip_y,left_hip_vx,left_hip_vy,right_hip_x,right_hip_y,right_hip_vx,right_hip_vy,left_knee_x,left_knee_y,left_knee_vx,left_knee_vy,right_knee_x,right_knee_y,right_knee_vx,right_knee_vy,left_ankle_x,left_ankle_y,left_ankle_vx,left_ankle_vy,right_ankle_x,right_ankle_y,right_ankle_vx,right_ankle_vy,shoulder_distance,hip_distance,left_leg_length,right_leg_length,torso_length,avg_joint_velocity,max_joint_velocity
87,True,9,921.4007234573364,555.6557904779911,0.0,0.0,899.401723742485,566.0985390990973,0.0,0.0,908.6304178237915,564.338949918747,0.0,0.0,892.2385672330856,624.0417265594006,0.0,0.0,896.290355682373,623.489130616188,0.0,0.0,902.4243113994598,672.8807506561279,0.0,0.0,906.3586165904999,670.3355218172073,0.0,0.0,897.2715853452682,718.6194030046463,0.0,0.0,895.4273890256882,719.1369082331657,0.0,0.0,9.39494271030679,4.089297239653023,94.71149958214762,95.65167052653796,73.31643416560625,0.0,0.0
88,True,9,922.8875826263879,555.1348370176638,0.7397309298763908,-0.25918082603346115,902.032256402393,568.054540491429,1.30872271637216,0.9731350210605639,910.1723822236626,566.9329280117395,0.7671464675975637,1.2905363646728734,894.0435389243596,624.825125390037,0.8979958663054552,0.389750662008168,897.2519349989733,624.6171255915368,0.4783976699503677,0.5611915300242709,898.8467632094266,671.4604614071936,-1.7798747214095854,-0.7066115666339747,908.254058287607,672.8423108955695,0.9430058194562723,1.247158745453821,896.6362948960037,718.1942373172367,-0.31606490013158717,-0.21152521761672757,897.9678877484741,718.865237766815,1.2639297128288667,-0.13515943599538216,8.217034923906189,3.2151313017935417,93.40510395905804,94.2508314920528,74.72791135380778,1.1958206082379592,1.9150075535135023
89,True,9,926.0124859009832,556.3829485123025,2.6302702510091027,0.9355317518569677,909.4617095604774,569.1457028253952,6.160146388012564,1.0666860286051663,908.016602820529,568.0896037067636,-1.5496279590423292,1.184435495239028,899.929988491719,625.935563315726,4.851952440711511,0.9609830147750225,896.2319722923747,625.5576233614458,-0.7092352553453812,0.8618378807338469,912.3425308744419,670.3664720783144,10.32793067514438,-1.0136555809915362,900.5067778733187,672.199632142281,-5.945103491877059,-0.2507674357860403,903.445310199535,717.2521345980745,5.331428171417062,-0.7905967873775788,893.675093396939,717.8868839497429,-3.14045027406176,-0.8034935864869313,1.7898823531782506,3.717278899901602,91.38420912539362,92.36465769149795,74.77622766349292,4.668398265931419,10.37755509103486
90,True,9,926.0286415159669,557.5799844479807,1.1813198192687002,1.080478187957344,908.8604819344047,569.8353671978307,2.4124546602454116,0.8577106133902844,908.2533228801263,569.3724444805491,-0.5594916822407384,1.2389795343070051,896.9871759909157,625.3287598347754,0.5314731963524295,0.09199093288517324,898.9219412282422,626.6448704587781,1.174874306093058,0.9867776126061517,904.8956402726499,671.7592361900246,0.4757097325752717,0.32017377929635216,904.0182793095709,671.7250886954741,-0.7035002337105718,-0.37480191511348604,898.3728764001764,716.6261452461553,-0.43522034757954486,-0.699358242828584,896.6251876504095,717.8000836948113,0.2354143498859953,-0.4062450887081771,0.7635047867351628,2.3399708754981874,91.30790080041412,91.18414323282295,73.94355020749606,1.1398015894981854,2.560391568503174
91,True,9,926.1923761246268,557.985590021857,0.7409857319961388,0.7884442497195528,909.1939422900626,570.7503369107799,1.5128228161390473,0.882488030632085,909.0488182508075,570.3666879207034,0.026844460417544513,1.1330762217216053,897.3868310988508,625.9492423447216,0.4744322753130083,0.3206822049184717,900.1025093166095,627.7653557886422,1.1773381453811158,1.0446362224073613,903.1333330734838,673.224578372783,-0.49273510395027376,0.8157162443938197,905.0238507832179,673.1984462806785,0.03605702645478204,0.4249420456106259,897.2373365229838,717.1640228152049,-0.7382657905128545,-0.1639759512184764,898.6307770700801,718.6076684586586,1.0014125341558495,0.1190088700334403,0.41017988048714554,3.266982740021412,91.21490297592099,90.85423362200852,74.1396578549932,1.0286198247574327,1.751404578399798
92,True,9,926.5295139323786,557.6644483207842,0.5882897789574796,0.3689069088960906,915.9056647117834,572.9321926001629,3.478540311188798,1.3737823300192882,906.8024083622375,570.1344171811411,-0.8326789355920661,0.6168349760304531,898.5929479273742,626.3788088994879,0.7510841124746622,0.3618516614709852,901.3587553930347,628.2014177312632,1.2071734398316898,0.814532700591124,900.2435596986192,672.230086704141,-1.399061523560535,0.13127191303731434,910.1135899509109,672.8750952185777,1.9468674196362183,0.14201047069156436,892.8840715058059,715.9028466135167,-2.1051064228684977,-0.5788302264589078,900.5962547765545,719.0798202028903,1.3659280892475878,0.25253311145529606,9.523487988170604,3.312339640008018,89.70587828353044,90.88160123471188,74.5173148067195,1.6322419611214558,3.739989383252135
93,True,9,925.7638604154569,557.6290793365258,0.10348572208348594,0.2241485621513214,919.9295155529622,574.9036657754016,3.673798678359634,1.587796423076735,904.2972825903173,569.752291191492,-1.4315289861264964,0.25913880788647153,899.7575307358179,626.7521852566134,0.8991448517449121,0.36597828865289267,900.0148569294236,627.750869896742,0.29371568134908177,0.361547573694417,900.2380520820242,672.1762186940125,-0.9000741659468271,0.06497919153763389,912.7798721373189,671.8967868560195,2.2044669798006225,-0.2591400922640151,892.7174162766389,715.4066179444617,-1.4110086673576125,-0.5492532343829598,901.1825447934033,719.4238275414506,1.0867644776378795,0.2852871245183726,16.459142368366365,1.031303922393517,88.93352375118485,91.68039407788464,74.276099296645,1.433366268187592,4.00223615123499
94,True,9,922.7918384309843,556.7609617044931,-0.9836494152126485,-0.16194735184913917,920.9003434818559,575.0170275829457,2.7183484707194276,1.066611034799473,899.9056400994381,568.9042537506616,-2.477874405629608,-0.13222753484578603,899.9678176121674,627.2194060824969,0.6556462878939165,0.40176565454951985,893.77438775699,627.5615601319919,-2.0159979093509715,0.16682968468250173,902.4126410688981,671.7927828123982,0.1867624372116562,-0.0935272498793417,900.999739627299,672.8201855441412,-2.738830497226863,0.15886551267468768,894.1986400396839,715.9500138450645,-0.3886579531599368,-0.16302195788602952,893.324947456776,720.8721700315817,-2.0749021272771992,0.6964057023983885,21.86649432443078,6.20287375049574,88.91796311082183,93.31169228139039,75.23572180298852,1.6391856448820612,2.9201160093083036
95,True,9,913.3173881888625,557.3080059085187,-3.9878681194956376,0.08890833735596032,909.5204836950868,576.0380633057632,-2.269885478874003,1.0504855588283566,890.6472083862224,570.6921548021713,-4.8769740317043775,0.5471531656737887,892.6571864998108,630.5872106449659,-2.16298531791324,1.4512107830423469,882.4139072387314,628.9912538994594,-5.322266659238305,0.6136567833050672,904.7280870368133,670.8915265803937,0.9399341354773332,-0.3793182565887836,899.7455997018991,662.1076268092182,-2.213516657356868,-3.687666367253686,896.3949782050021,716.0485282301556,0.5259664560028853,-0.0704850594898533,892.5006776326619,716.2028185856148,-1.6324028820427525,-1.2021087388627931,19.615791052439562,10.366862975557563,85.54301777601754,87.7929379391494,76.93004300670601,3.0258178915800147,5.357527138497386
115,True,9,913.8663343309145,565.4881032139915,-2.3784288595142815,2.9592654722264986,916.7192715594846,586.1922949765666,1.0891355742388158,4.280048322660264,885.6195864797287,583.7996138989606,-4.930416511413913,5.0029338781993165,897.838233075669,640.5324017199172,0.4423171200929703,4.4644585307346025,879.9693972270012,639.8511687950588,-4.3013796971187945,4.2485267874837644,911.4961047058398,673.6595790782665,3.0074524222289174,0.7372145714974594,896.9685595567017,671.6984617927118,-2.413427161284506,1.022894867033766,898.3788621291137,714.8863791979745,1.0431640919904366,-0.45775391271312654,882.630399858504,716.3533254206924,-4.5547969907366594,-0.7222670519740287,31.191590770576685,17.881816822810443,74.35594291366957,76.54842195223776,78.7639985948319,4.137548026199055,7.024126590947617
116,True,9,914.6015238991725,572.1490256901008,-1.2723604768937176,4.274226142673806,925.8118950412099,594.981631178488,3.93226010298536,5.881908302321709,885.1222690846433,592.1682062964867,-3.3556214993281728,6.198535896006037,904.2018719889699,647.7570375008288,2.5457819378661295,5.4449719936618965,879.7202078949455,646.8009659399876,-2.8618970671413537,5.208114419876366,916.2842603194123,679.6020814081966,3.640021744535336,2.586318546695651,895.3241752455234,680.4283105157018,-2.1402356957549915,3.760679918135134,903.2473655210438,712.5977339853966,2.4020611279018884,-1.1081518422514496,876.709613578699,721.495467298785,-5.040045134876731,1.3609802857368685,40.786775063149605,24.500325500737578,64.84772165004074,74.75514839378226,78.46722125914403,5.243890899713675,7.075274891794063
117,True,9,916.1494300076955,573.9513290128466,-0.27015584067566656,3.395808292632518,930.7111118125065,598.4716285714696,4.275876008309561,5.031923334532956,888.3878562843137,595.6397688348231,-1.0027212132995964,5.229483765958579,907.96038624901,649.451246074787,2.9767362178831647,4.112107750252536,882.1121778711114,648.2087010649485,-0.9948927434710388,3.857618772249995,918.1691031263299,681.578445064522,3.0163046541834118,2.369566122590128,895.0652563599381,683.9103568070027,-1.4716944879498208,3.6616651958874487,906.3458885790187,712.3347483871738,2.6495545311417836,-0.8078151533297626,874.8981622262239,724.4430335527054,-3.89273811293795,1.9247864951548719,42.417889953093415,25.878056233974384,62.90422454651485,76.57490105497065,77.79830606739091,4.365503962080452,6.603284643497854
118,True,9,919.5764909068208,574.9395227018499,1.0436182255458915,2.540283217877331,931.5789562273798,599.3517609194724,3.0648613885495912,3.556620232132363,894.4642433169821,597.2640715053304,1.5127788182264545,3.948413771806421,908.1766664724628,649.7481678661578,1.9958319994781548,2.756414339954567,882.3931465641772,648.6202386815326,-0.5415263910552113,2.6330835688709007,918.5405630620875,681.3445472675613,2.076481905128686,1.444447683352097,894.0714111863135,685.966396911169,-1.3018948573346922,3.09112017404182,911.5209015289181,713.584349018287,3.546954388760954,-0.07673020720311385,872.833636405607,727.5138971436028,-3.243098650002868,2.332035101942819,37.17338243301461,25.80817938380174,63.9237196367692,79.47070894362017,78.1175631042167,3.4651935948877295,4.694989116774967
119,True,9,922.8574536051287,574.8104235782031,1.8385588793163334,1.5918371607018944,928.8877915525223,597.994882583007,1.019714037450973,1.8108274800671162,899.5039893694428,597.3898221141525,2.7659294497640965,2.590200769328767,906.6265104565554,648.7692615612738,0.7359231809971443,1.4292346089833998,883.3345578157675,647.8458073774412,-0.014630585113394101,1.4223750106572397,920.2615856334601,680.1389189866894,1.9501852715056838,0.5028612869842436,894.1214161752661,686.3492935990829,-0.8215574927835105,2.1288736470413467,917.626108932979,714.5222837055471,4.455915592210394,0.2837857456965421,872.5170693812174,728.9857376282819,-2.203286054281831,2.026403278259806,29.390031114398628,23.310251509804452,66.66671649142356,81.85784224582827,78.60628440796538,2.564867935889928,4.464943237529929
120,True,9,924.7995950829056,574.27245933957,1.8753601280730139,0.835152618470655,926.1067182252422,596.2143569245278,-0.3306452252004646,0.5348768649157198,902.4958492103542,597.2824304326767,2.846198922145309,1.6317891026818598,904.9676621626135,647.5561000164038,-0.11490101220159588,0.4904333082158415,884.6256519961863,646.9416232993929,0.44927264398358174,0.595785592713909,921.1110011911732,680.4112298641683,1.5590993105126694,0.4209503956061389,894.6100503840041,685.9252491226149,-0.356067232419014,1.221862466447336,922.1610273154398,715.2948090362489,4.483984026287968,0.4574271421504447,872.978057674207,729.5207389341189,-1.2567117795757068,1.4965318925344246,23.635014632045515,20.351288884165882,69.88665469854509,83.39650347888006,78.9033052803792,1.8401682512566377,4.507255521753962
121,True,9,924.7420120133771,573.7374075458454,1.1886312642178511,0.34835149549728284,924.519653838888,594.7883968175231,-0.7770211477498707,-0.16176199524479096,903.7612653581319,596.5483950825763,2.2845843025381356,0.7912677978882773,903.4270759525632,646.2313264513539,-0.6214131421745026,-0.15446663260326698,886.51827301424,646.0210110321021,0.9620600814531524,0.057045405808475724,919.9821526768127,681.598389332214,0.604135213188123,0.693166302646145,895.0048850076545,685.2467582316427,-0.08928961622982207,0.5467119996962225,919.9817387724452,716.4049754216433,2.116681351931716,0.6893299106657109,873.7891955908594,729.5611979786038,-0.5220538370784368,0.9792237513163214,20.832865530477914,16.91011086251722,72.09991588681208,84.50439188058134,78.27097932470328,1.2070386444261707,2.4177324424713795
122,True,9,924.3590026982984,573.6995767727684,0.6302668956215272,0.21115064856313656,923.0263600707468,594.4305793714925,-1.0314947943940629,-0.23141556580664474,903.518158534823,595.9005166595044,1.386559220924466,0.2799753423677628,901.9385161656284,645.33233593844,-0.9294885349585125,-0.4189772413332577,887.516118971355,645.8688291029522,0.9747739030048528,-0.017287803906332513,918.9303770253961,681.4510656572714,0.01583173175176189,0.39456135325124214,894.8615172525282,685.200009054036,-0.10850221882964105,0.33587016988070306,923.5060470458288,716.8452700827708,2.6167757930968314,0.6008539501322568,874.3002525642967,729.9921826591927,-0.15501555046087678,0.7844481985601353,19.563502825335465,14.432372145456613,74.69443177506466,85.15513923679217,77.76754715943878,1.0403540453031357,2.684872626536888
123,True,9,923.6101764307325,573.6665168816636,0.14030927097260165,0.12438869576407958,921.265203191718,594.3051187868754,-1.2907256508198923,-0.19377238673140545,903.2020625394942,596.4585228039695,0.7816480172292011,0.3787527962853874,900.4340545013828,645.3879529700281,-1.1337622389999111,-0.25036565740290917,888.1025053835048,646.9104509129212,0.8367894523946318,0.3589165403550941,916.6621812346698,682.9166631385606,-0.7956266449685608,0.775073947479354,895.2938105121682,686.186762050921,0.08362901285555925,0.5671127083519778,921.3064895784381,718.3845583791817,0.9056519424265734,0.9342564173949006,874.3645187689908,731.1599926136754,-0.07711017702234549,0.920647130094956,18.19104722336939,12.425180225362999,75.92208471390632,85.36227242176538,78.196461064483,0.9268778910809677,1.3051898113086924
124,True,9,923.0264649200604,572.0072180690796,-0.11691769097930549,-0.5093120632137685,920.2565796264753,592.7508277469165,-1.1905016458286268,-0.6771315508891498,902.5197763425789,594.7357400385388,0.2615478212838991,-0.367871640027317,900.0837721166779,645.1120869831177,-0.8554109156952769,-0.2594253038305797,888.2157478288194,646.8551562612979,0.5797308110144698,0.21175738523106644,915.297542473384,683.2700965494619,-0.9977828008479421,0.6252753270400888,895.3328912634167,686.7233271415793,0.06780209975592255,0.5562598832765115,919.7478849977745,718.9178440269922,0.030161576715223237,0.7918012620919997,874.5948436079265,731.6051453380556,0.03211400156110103,0.7517155406876919,17.84752272829681,11.995344555523793,76.38041050046753,85.83757732080569,79.41267135205428,0.7930308122445036,1.3695989580640804
125,True,9,922.9690143685347,569.2614292269354,-0.09579045202124568,-1.303878268463032,919.4075289015184,589.8429871585481,-1.0691923771468144,-1.469648616848903,902.4085857214706,592.2301951116248,0.12912285156711362,-1.1273353499240102,900.5617788686884,644.2892276258079,-0.3816798104932755,-0.4595998202837922,888.4984052598529,645.9973774165528,0.474187811223132,-0.1682230159225743,914.841511515326,681.917870229152,-0.8053114503882841,-0.07728326628476434,895.911178307822,686.3379985338893,0.2491650761696053,0.22173622480532335,919.1030978163004,717.2569385229039,-0.20963142206953841,-0.07958623727880576,875.3930597324211,731.0214559437311,0.30429159016266394,0.27727840738948667,17.165745863484265,12.183708734780652,75.2865681372132,86.02815824361903,81.03598581168626,0.7931719700091515,1.8174265862352594
126,True,9,922.4690409924109,566.1629046365874,-0.23938690215498554,-1.9414728468100475,919.6731517007986,586.3681731974478,-0.5949647205848012,-2.182035529296994,901.56345930758,588.6780983192875,-0.21700442824247046,-1.9887946417156797,901.2729816332305,642.6334258977645,0.006595024562052743,-0.8845815237510469,887.8965449495078,644.2543072661373,0.0918938516914235,-0.7277282412325936,914.2159364502375,680.0498517703257,-0.7414554452237405,-0.7134883146534754,896.1412378686722,685.0674655770279,0.24237734711369238,-0.3084310444010823,918.5400120411049,715.3494938554858,-0.3352052337438049,-0.7289802771130938,876.3488056595241,729.4269175540667,0.5357376128183207,-0.38773298059636,18.256415657119113,13.474283460131836,74.73805508800987,85.95186924069148,82.15765346034132,1.1912805729099434,2.2616945129382446
127,True,9,923.2099456181309,563.3577880840527,0.1088870336510086,-2.248304624882071,918.9263017823417,581.9611797498037,-0.6489258680081958,-2.9725094130255303,900.4606014305853,585.905497689761,-0.5317267923264385,-2.267262004251161,900.0815231955277,640.692896338653,-0.41904447424450225,-1.2597343918767057,886.0632598371145,642.2185003643565,-0.5920758000775161,-1.1924570392469138,911.5798745048867,678.9227612610605,-1.4145634379381344,-0.8604311985603758,896.6185381296061,683.5791228005661,0.3258397921932228,-0.7276252240337842,913.3791342934237,713.7792193389889,-2.049650285597993,-1.0278718288500075,877.0027353536788,727.8998890884858,0.5777284085944587,-0.7924971872826059,18.882259755980698,14.101034544637903,74.28618357824234,86.15911720537932,83.71114475016152,1.7786456976764664,3.042518199238186
128,True,9,923.0406198329631,560.8325260257795,0.010044734289897828,-2.3467009161016676,919.8874349831717,578.1078593812451,-0.07691074251251706,-3.285440285574689,898.4983098486888,582.8053038129572,-1.0399719328144088,-2.563182594264893,898.8602097636466,638.2424007306299,-0.7040712706929915,-1.6827831108164792,884.1677852506315,639.1997146870897,-1.055141929020654,-1.8413075226190392,907.9360666901422,677.6811681093441,-2.2065601582072865,-0.9958488404895363,895.8364253824564,681.2888980770623,-0.06778900261424775,-1.2827791100547947,905.6974688535294,714.8074810261097,-4.050569331135383,-0.2973772190947007,876.5748911543609,725.9012029262449,0.2204727323011439,-1.22102701655166,21.89887344608374,14.723579323040983,76.86975759370814,87.03332754549574,84.02708660319806,2.3725788725045884,4.061470807080982
129,True,9,922.6717834210352,559.5581245028227,-0.12456258853467442,-1.9657388333521828,920.8579702004722,577.1287131088255,0.2952215154827099,-2.466069710247336,896.2283699082784,580.9927591943675,-1.4769498672276744,-2.29649904633764,898.5921020544954,636.8174957489823,-0.5491839440101245,-1.5911652382225276,882.8486983489256,636.8984787268921,-1.1489152046265527,-2.004708991104261,905.8245205738585,677.4719834744031,-2.172803963311468,-0.7163660429740507,894.8121027840085,679.5566668396788,-0.40762229284849555,-1.4424585984681713,901.0813712876444,717.0580785913295,-4.251487857753181,0.6078566986256452,876.2035156631094,724.8793517652438,0.010203349181448412,-1.1502646443549787,24.930865662957338,15.743611989605808,80.27918532343662,88.23147099260233,83.64304913437633,2.267721977177334,4.294722199477727
130,True,9,921.7504227002628,559.3784697275722,-0.40764572315004,-1.3311862994074373,921.3542200808123,577.8368422847495,0.36664203891016456,-1.3383534992839021,895.1210091118016,580.3646635261654,-1.3456437955456315,-1.7037556161302736,898.5984308426398,636.7672885844203,-0.35182368527636365,-1.0437000470359612,882.3642134796726,636.1394645521086,-0.9128591517053307,-1.5621437049786335,904.599965427703,678.0935060216062,-1.8359140577064998,-0.24104653537205922,893.7775822115057,679.2516596138818,-0.6303441127291903,-1.0383495939151937,896.883547154588,718.7787183987357,-4.232422432286324,1.0032016647288198,876.1414042375959,725.0466176529093,-0.015488343948120514,-0.6821778631921023,26.354719462995128,16.246352710796806,82.02935722198444,89.12466116262368,83.17630619969938,1.7733412632916037,4.34969116437422
131,True,9,920.2435929832069,559.7000401010574,-0.7981592517302085,-0.7440017663409594,922.804980752012,579.2483566183953,0.7518032083250583,-0.3613918654535211,893.4647397481417,580.0137328992969,-1.4560015585262687,-1.2231295671366085,900.3469634012068,637.6776924971452,0.3943821661608712,-0.34945410025220236,882.4820351113243,636.5655714294289,-0.5466831595328745,-0.8557662878219837,902.9765489653986,681.5312118644753,-1.7604187937148719,1.0659253455546482,892.602681661704,680.0059384222777,-0.8238118641987041,-0.401472013181866,894.2044362625891,723.865897279345,-3.680568353310466,2.4541401445981745,876.4023737191424,726.3963787611165,0.08273044520463184,0.03972098357066034,29.35022219705605,17.8995104981087,86.40681271304392,90.03630505805064,82.61488686428393,1.428799222732607,4.423730015803277
